pl_name,hostname,sy_dist,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_orbeccen,pl_orbincl,st_teff,st_rad,st_mass,disc_year,discoverymethod,disc_facility
"Kepler-1562 b","Kepler-1562",2060.72000000,64.27377520000,3.55000000,,,,,5760.00,1.050000,1.020000,2016,"Transit","Kepler"
"K2-4 b","K2-4",231.82800000,10.00341700000,2.10000000,,,0.080000,89.54000,4014.73,0.569359,0.635026,2015,"Transit","K2"
"Kepler-674 b","Kepler-674",342.25400000,2.24338184700,1.69000000,,,,,4192.00,0.570000,0.600000,2016,"Transit","Kepler"
"HD 147873 c","HD 147873",109.05500000,491.54000000000,,731.00900000,,0.230000,,5972.00,2.290000,1.380000,2016,"Radial Velocity","Multiple Observatories"
"K2-214 b","K2-214",300.64000000,8.59656000000,2.51000000,,1001.00,,,5875.00,1.236000,1.030000,2018,"Transit","K2"
"Kepler-191 d","Kepler-191",594.46400000,5.94504101700,2.28000000,,,,,5215.00,0.800000,0.840000,2016,"Transit","Kepler"
"Kepler-361 b","Kepler-361",930.32000000,8.48661600000,1.45000000,,,,,6169.00,1.343000,,2014,"Transit","Kepler"
"K2-158 c","K2-158",197.29900000,5.90279000000,1.28000000,,948.00,,,5503.00,0.950000,0.920000,2018,"Transit","K2"
"Kepler-955 b","Kepler-955",550.38300000,14.53244172000,3.13000000,,,,,5350.00,0.840000,0.890000,2016,"Transit","Kepler"
"K2-393 b","K2-393",265.91400000,10.41318100000,2.35200000,,,,,5678.00,1.071000,0.881000,2022,"Transit","K2"
"AB Pic b","AB Pic",50.04750000,,,4290.50000000,,,,,,,2005,"Imaging","Paranal Observatory"
"GJ 849 b","GJ 849",8.80058000,1925.31000000000,,283.82076745,,0.029000,,3467.00,0.450000,0.450000,2006,"Radial Velocity","W. M. Keck Observatory"
"Kepler-1147 b","Kepler-1147",1657.36000000,10.62784997000,2.61000000,,,,,5941.00,1.140000,1.090000,2016,"Transit","Kepler"
"Kepler-1398 c","Kepler-1398",852.20400000,4.13827595000,1.03000000,,,,,6126.00,1.180000,1.130000,2016,"Transit","Kepler"
"KIC 9663113 b","KIC 9663113",1594.74000000,572.38470000000,4.60000000,,,,89.76800,6065.00,1.030000,0.980000,2015,"Transit","Kepler"
"Kepler-224 c","Kepler-224",782.08800000,5.92500300000,3.12000000,,,,,5018.00,0.676000,,2014,"Transit","Kepler"
"K2-196 b","K2-196",584.87700000,48.32422200000,3.59970536,,,,88.27355,6045.00,1.538801,1.162095,2018,"Transit","K2"
"Kepler-279 e","Kepler-279",1037.40000000,98.35310000000,,56.00000000,,,,,1.430000,1.164000,2025,"Transit","Kepler"
"Kepler-1171 b","Kepler-1171",573.00000000,1.44259224000,2.56000000,,,,,7044.00,1.950000,1.580000,2016,"Transit","Kepler"
"K2-175 b","K2-175",247.26600000,9.52598800000,2.03803688,,,,87.49426,5909.00,1.420038,1.094693,2018,"Transit","K2"
"Kepler-640 b","Kepler-640",557.78700000,22.24813967000,2.56000000,,,,,5653.00,0.940000,1.010000,2016,"Transit","Kepler"
"BD+20 2457 b","BD+20 2457",1539.71000000,379.63000000000,,6807.63000000,,0.150000,,4137.00,49.000000,2.800000,2009,"Radial Velocity","McDonald Observatory"
"Kepler-235 c","Kepler-235",428.01800000,7.82490400000,1.28000000,,,,,4255.00,0.554000,,2014,"Transit","Kepler"
"Kepler-1297 b","Kepler-1297",1439.47000000,1.68189002000,0.97000000,,,,,5818.00,0.990000,0.990000,2016,"Transit","Kepler"
"YZ Cet c","YZ Cet",3.71207000,3.05989000000,,1.14000000,410.30,0.000000,,3151.00,0.157000,0.142000,2017,"Radial Velocity","La Silla Observatory"
"Kepler-1148 b","Kepler-1148",625.69200000,1.10446350900,1.69000000,,,,,5054.00,0.770000,0.810000,2016,"Transit","Kepler"
"Kepler-1515 b","Kepler-1515",539.32100000,214.31141640000,9.55000000,,,,,6511.00,1.410000,1.300000,2016,"Transit","Kepler"
"HD 187085 b","HD 187085",45.89930000,1019.74000000000,,265.70588000,,0.251000,,6117.00,1.270000,1.189000,2006,"Radial Velocity","Anglo-Australian Telescope"
"Kepler-235 e","Kepler-235",428.01800000,46.18366900000,2.22000000,,,,,4255.00,0.554000,,2014,"Transit","Kepler"
"Kepler-1041 b","Kepler-1041",1485.82000000,24.75764210000,2.94000000,,,,,5957.00,1.080000,1.060000,2016,"Transit","Kepler"
"Kepler-1311 b","Kepler-1311",866.33100000,11.17269940000,1.24000000,,,,,5748.00,1.400000,1.050000,2016,"Transit","Kepler"
"Kepler-169 d","Kepler-169",406.52900000,8.34812500000,1.25000000,,,,,4997.00,0.763000,,2014,"Transit","Kepler"
"KOI-351 h","KOI-351",848.25400000,331.60296000000,,203.00000000,,0.027600,,,,1.242000,2013,"Transit","Kepler"
"Kepler-1465 b","Kepler-1465",359.49700000,31.82771110000,1.77000000,,,,,4726.00,0.710000,0.750000,2016,"Transit","Kepler"
"Kepler-1454 b","Kepler-1454",780.56600000,47.03194790000,1.88000000,,,,,5448.00,0.860000,0.900000,2016,"Transit","Kepler"
"OGLE-TR-111 b","OGLE-TR-111",1068.33000000,4.01444630000,11.42197100,,,,88.30000,,0.830000,,2004,"Transit","OGLE"
"HD 51608 b","HD 51608",35.05530000,14.07260000000,,12.77000000,,0.090000,,5358.00,,0.800000,2019,"Radial Velocity","La Silla Observatory"
"Kepler-1110 b","Kepler-1110",726.82800000,9.69312032000,2.66000000,,,,,4781.00,0.700000,0.730000,2016,"Transit","Kepler"
"Kepler-461 b","Kepler-461",692.15800000,8.31378305900,2.58000000,,,,,5634.00,0.910000,0.980000,2016,"Transit","Kepler"
"HD 111232 b","HD 111232",28.95710000,1169.13202000000,,2531.50326176,,0.214000,93.52100,,,0.960000,2003,"Radial Velocity","La Silla Observatory"
"Kepler-1058 b","Kepler-1058",491.99700000,110.96546000000,2.72000000,,,,,4644.00,0.690000,0.730000,2016,"Transit","Kepler"
"OGLE-TR-211 b","OGLE-TR-211",1515.26000000,3.67724000000,15.24400000,327.35100000,,0.000000,87.20000,6325.00,1.640000,1.330000,2007,"Transit","OGLE"
"Pr0211 b","Pr0211",182.71400000,2.14610000000,,597.52040000,,0.011000,,5300.00,0.827000,0.935000,2012,"Radial Velocity","Fred Lawrence Whipple Observatory"
"Kapteyn c","Kapteyn",3.93305000,121.54000000000,,7.00000000,,0.230000,,3550.00,0.291000,0.281000,2014,"Radial Velocity","Multiple Observatories"
"Kepler-563 b","Kepler-563",565.20700000,22.18432708000,3.09000000,,,,,5066.00,0.770000,0.800000,2016,"Transit","Kepler"
"K2-74 b","K2-74",377.82200000,19.56660000000,2.31000000,,,,,6060.00,0.980000,0.960000,2016,"Transit","K2"
"Kepler-671 b","Kepler-671",1168.26000000,4.28095858800,2.69000000,,,,,5624.00,0.950000,0.970000,2016,"Transit","Kepler"
"Kepler-1099 b","Kepler-1099",1022.80000000,2.16845259300,2.83000000,,,,,5837.00,1.000000,1.010000,2016,"Transit","Kepler"
"K2-16 b","K2-16",334.96700000,7.61880000000,2.02000000,,658.00,,87.97000,4742.00,0.660000,0.680000,2015,"Transit","K2"
"HD 142022 A b","HD 142022 A",34.28020000,1928.00000000000,,1411.16520000,,0.530000,,5421.00,1.040000,0.900000,2005,"Radial Velocity","La Silla Observatory"
"Kepler-259 b","Kepler-259",1002.14000000,8.11531700000,2.80000000,,,,,5938.00,0.898000,,2014,"Transit","Kepler"
"GJ 180 c","GJ 180",11.94070000,24.32900000000,,6.40000000,,0.090000,,3371.00,,0.430000,2014,"Radial Velocity","Multiple Observatories"
"HD 222076 b","HD 222076",91.15380000,871.00000000000,,495.81480000,,0.080000,,4806.00,4.100000,1.070000,2016,"Radial Velocity","Multiple Observatories"
"Kepler-384 b","Kepler-384",895.67800000,22.59705300000,1.12000000,,,,,5577.00,0.882000,,2014,"Transit","Kepler"
"Kepler-1238 b","Kepler-1238",1632.13000000,4.14787559000,1.93000000,,,,,6386.00,1.480000,1.300000,2016,"Transit","Kepler"
"Kepler-644 b","Kepler-644",1318.05000000,3.17391710300,3.15000000,,,,,6747.00,1.810000,1.490000,2016,"Transit","Kepler"
"Kepler-1710 b","Kepler-1710",305.19300000,14.91110039000,3.19744103,,,,,5650.00,0.899000,0.932000,2021,"Transit","Kepler"
"Kepler-1111 b","Kepler-1111",841.53600000,8.79617863000,2.00000000,,,,,6077.00,1.150000,1.100000,2016,"Transit","Kepler"
"Kepler-719 b","Kepler-719",2497.51000000,5.00731777900,8.52000000,,,,,5777.00,0.980000,0.990000,2016,"Transit","Kepler"
"GJ 1002 c","GJ 1002",4.84867000,21.20200000000,,1.36000000,181.70,,,3024.00,0.137000,0.120000,2022,"Radial Velocity","Multiple Observatories"
"Kepler-839 b","Kepler-839",944.56100000,37.81445140000,2.57000000,,,,,6058.00,1.310000,1.220000,2016,"Transit","Kepler"
"K2-376 b","K2-376",161.61000000,5.77647500000,1.73600000,,,,,5937.00,1.149000,0.908000,2022,"Transit","K2"
"Kepler-1555 b","Kepler-1555",2013.27000000,8.10501635000,1.61000000,,,,,5866.00,1.060000,1.040000,2016,"Transit","Kepler"
"Kepler-1418 b","Kepler-1418",,22.47644250000,1.66000000,,,,,4770.00,0.720000,0.770000,2016,"Transit","Kepler"
"Kepler-745 b","Kepler-745",1780.38000000,9.93143556000,2.16000000,,,,,5849.00,1.040000,1.040000,2016,"Transit","Kepler"
"CoRoT-36 b","CoRoT-36",925.95800000,5.61653100000,15.80466279,216.12331676,1567.00,0.000000,85.83000,6730.00,1.520000,1.320000,2022,"Transit","CoRoT"
"Kepler-555 b","Kepler-555",973.12100000,16.21775407000,2.83000000,,,,,5894.00,1.040000,1.030000,2016,"Transit","Kepler"
"Kepler-867 b","Kepler-867",1195.54000000,150.24212700000,4.64000000,,,,,5541.00,0.910000,0.920000,2016,"Transit","Kepler"
"Kepler-1370 b","Kepler-1370",1004.10000000,20.26416840000,1.84000000,,,,,6202.00,1.290000,1.190000,2016,"Transit","Kepler"
"Kepler-1199 b","Kepler-1199",563.49300000,15.04471980000,1.15000000,,,,,5889.00,1.170000,0.940000,2016,"Transit","Kepler"
"Kepler-55 f","Kepler-55",578.79600000,10.19854500000,1.59000000,,,,,4503.00,0.619000,,2014,"Transit","Kepler"
"Kepler-619 d","Kepler-619",900.67800000,11.67894236000,4.17000000,,830.00,0.000000,88.28000,6122.00,0.964000,1.041000,2023,"Transit","Kepler"
"K2-375 b","K2-375",696.10000000,14.45389500000,2.24300000,,,,,5822.00,1.543000,1.119000,2022,"Transit","K2"
"Kepler-1069 b","Kepler-1069",695.96700000,23.89902960000,1.60000000,,,,,5722.00,0.980000,0.990000,2016,"Transit","Kepler"
"Kepler-543 b","Kepler-543",221.80200000,13.89961966000,2.50000000,,,,,4671.00,0.670000,0.700000,2016,"Transit","Kepler"
"Kepler-23 d","Kepler-23",835.75600000,15.27000000000,2.20600000,4.44000000,,0.010000,,5828.00,1.548000,1.078000,2014,"Transit","Kepler"
"Kepler-215 e","Kepler-215",485.99700000,68.16101000000,1.75000000,,,,,5739.00,1.027000,,2014,"Transit","Kepler"
"K2-373 b","K2-373",229.56700000,11.02066000000,2.06100000,,,,,6138.00,1.486000,1.158000,2022,"Transit","K2"
"HD 5583 b","HD 5583",219.21600000,139.35000000000,,1837.05740000,,0.076000,,4830.00,9.090000,1.010000,2016,"Radial Velocity","Roque de los Muchachos Observatory"
"HD 47366 b","HD 47366",84.35520000,360.08000000000,,661.71874337,,0.071000,,4866.00,7.300000,1.810000,2016,"Radial Velocity","Okayama Astrophysical Observatory"
"LkCa 15 b","LkCa 15",158.15200000,,,,,,50.00000,4194.00,1.607110,,2015,"Imaging","Large Binocular Telescope Observatory"
"Kepler-1425 b","Kepler-1425",863.87300000,14.45413020000,0.94000000,,,,,5718.00,0.950000,0.970000,2016,"Transit","Kepler"
"Kepler-1067 b","Kepler-1067",667.69300000,0.76212926100,0.80000000,,,,,5592.00,0.930000,0.950000,2016,"Transit","Kepler"
"HD 80883 b","HD 80883",34.60110000,6383.78352000000,,1748.05623850,,0.203000,141.31200,,,0.880000,2022,"Radial Velocity","Multiple Observatories"
"K2-225 b","K2-225",357.77800000,15.87230000000,3.60929179,,923.00,0.230000,88.64000,5520.00,1.700000,1.482000,2018,"Transit","K2"
"Kepler-249 d","Kepler-249",190.40100000,15.36845900000,1.57000000,,,,,3568.00,0.482000,,2014,"Transit","Kepler"
"Kepler-1731 b","Kepler-1731",169.94800000,21.76129913000,2.93295657,,,,,4859.00,0.720000,0.781000,2021,"Transit","Kepler"
"Kepler-1669 b","Kepler-1669",543.44400000,9.51216000000,2.78043818,,,,,4303.00,0.714145,0.670000,2020,"Transit","Kepler"
"Kepler-387 c","Kepler-387",801.05200000,11.83754900000,0.89000000,,,,,5774.00,1.046000,,2014,"Transit","Kepler"
"Kepler-164 e","Kepler-164",890.75800000,94.88690200000,4.24000000,,429.00,0.000000,88.37000,5888.00,1.097000,0.966000,2023,"Transit","Kepler"
"K2-230 b","K2-230",540.77300000,2.86041000000,1.96000000,,1529.00,,,5945.00,1.390000,1.110000,2018,"Transit","K2"
"Kepler-179 c","Kepler-179",605.68000000,6.40013000000,2.00000000,,,,,5302.00,0.759000,,2014,"Transit","Kepler"
"Kepler-1944 b","Kepler-1944",1076.48000000,9.84257984200,2.75971163,,,,,5585.00,0.972000,1.064000,2021,"Transit","Kepler"
"EPIC 220554210 c","K2-282",496.28900000,0.70531000000,1.60000000,,,,91.30000,5499.00,1.000000,,2019,"Transit","K2"
"Kepler-1356 b","Kepler-1356",845.22800000,0.63400293700,1.53000000,,,,,5106.00,0.780000,0.820000,2016,"Transit","Kepler"
"mu2 Sco b","mu2 Sco",,,,4576.72906080,,0.560000,96.60000,21700.00,5.600000,9.100000,2022,"Imaging","Paranal Observatory"
"Kepler-312 c","Kepler-312",797.72000000,19.74741200000,3.15000000,,,,,6115.00,1.467000,,2014,"Transit","Kepler"
"HD 178911 B b","HD 178911 B",40.97270000,71.48400000000,,2552.17490000,,0.110000,,5588.00,1.080000,1.240000,2001,"Radial Velocity","W. M. Keck Observatory"
"eps Ind A b","eps Ind A",3.63857000,,,2005.49724817,275.00,0.400000,103.70000,4760.00,0.679000,0.760000,2019,"Radial Velocity","La Silla Observatory"
"HD 43197 c","HD 43197",62.41120000,9295.97350000000,,2500.67390628,,0.149000,11.42000,,,0.960000,2022,"Radial Velocity","Multiple Observatories"
"Kepler-912 b","Kepler-912",2004.72000000,2.53475627300,2.80000000,,,,,5998.00,1.110000,1.070000,2016,"Transit","Kepler"
"Kepler-1489 c","Kepler-1489",1283.05000000,0.68074100000,0.51000000,,,,,5565.53,0.957000,0.977000,2024,"Transit","Kepler"
"EPIC 201754305 d","K2-16",334.96700000,2.71578000000,1.03000000,,,,,,,0.670000,2019,"Transit","K2"
"Kepler-451 d","2MASS J19383260+4603591",396.33200000,43.00000000000,,559.37799632,,0.000000,,29564.00,0.203000,0.480000,2022,"Eclipse Timing Variations","Multiple Observatories"
"ups Leo b","ups Leo",52.59730000,385.20000000000,,162.09248757,,0.320000,,4836.00,11.220000,1.480000,2021,"Radial Velocity","Okayama Astrophysical Observatory"
"HD 224018 c","HD 224018",105.48000000,36.57669000000,2.42000000,10.40000000,641.00,0.020000,89.80000,5784.00,1.147000,1.013000,2025,"Transit","K2"
"HD 149143 b","HD 149143",73.28010000,4.07182000000,,422.71390000,,0.016700,,5856.00,1.440000,1.200000,2005,"Radial Velocity","Haute-Provence Observatory"
"Kepler-673 b","Kepler-673",918.21000000,3.72873109300,6.54000000,,,,,5355.00,0.840000,0.880000,2016,"Transit","Kepler"
"HD 74156 b","HD 74156",57.60300000,51.63564000000,,532.36258173,,0.636000,,,,1.100000,2003,"Radial Velocity","Haute-Provence Observatory"
"Kepler-1315 c","Kepler-1315",480.86900000,6.56606006600,1.84398883,,,,,4818.00,0.856000,0.809000,2021,"Transit","Kepler"
"Kepler-1739 b","Kepler-1739",783.66600000,7.34370994600,2.43056832,,,,,5757.00,0.762000,0.865000,2021,"Transit","Kepler"
"HD 60532 c","HD 60532",25.97160000,600.10000000000,,797.75330000,,0.030000,,6245.00,2.570000,1.500000,2008,"Radial Velocity","La Silla Observatory"
"HD 86728 b","HD 86728",14.92020000,31.15150000000,,9.43000000,,0.067000,,5610.00,1.237000,0.967000,2025,"Radial Velocity","Multiple Observatories"
"Kepler-850 b","Kepler-850",1661.28000000,7.19303878000,1.78000000,,,,,5932.00,1.090000,1.060000,2016,"Transit","Kepler"
"Kepler-1533 b","Kepler-1533",966.80100000,308.54710000000,3.46000000,,,,,6431.00,1.510000,1.310000,2016,"Transit","Kepler"
"TYC 3667-1280-1 b","TYC 3667-1280-1",477.51600000,26.46800000000,,1716.28200000,1350.00,0.036000,,5130.00,6.260000,1.870000,2016,"Radial Velocity","McDonald Observatory"
"Kepler-1863 b","Kepler-1863",865.54600000,44.99760056000,2.26309256,,,,,5871.00,0.983000,1.097000,2021,"Transit","Kepler"
"TYC 8998-760-1 c","TYC 8998-760-1",94.61770000,,12.32990000,1906.98000000,1240.00,,,,,1.000000,2020,"Imaging","Paranal Observatory"
"Kepler-1889 b","Kepler-1889",1395.13000000,37.30369949000,2.94360686,,,,,5646.00,0.817000,0.864000,2021,"Transit","Kepler"
"HN Lib b","HN Lib",6.24442000,36.11600000000,,5.46000000,234.40,0.079000,,3347.00,0.299000,0.291000,2023,"Radial Velocity","Calar Alto Observatory"
"Kepler-1631 b","Kepler-1631",1305.99000000,4.09513932000,1.35000000,,,,,5679.00,0.950000,0.970000,2016,"Transit","Kepler"
"Kepler-421 b","Kepler-421",348.55800000,704.19840000000,4.16000000,,185.00,0.041000,89.96500,5308.00,0.757000,0.794000,2014,"Transit","Kepler"
"KOI-3680 b","KOI-3680",921.98600000,141.24167100000,11.09691000,613.41190000,347.00,0.496000,89.89200,5830.00,0.960000,1.010000,2018,"Transit","Kepler"
"Kepler-11 d","Kepler-11",646.34600000,22.68450000000,3.12000000,7.30000000,,0.004000,89.67000,5663.00,1.065000,0.961000,2010,"Transit","Kepler"
"Kepler-556 b","Kepler-556",674.59800000,11.72292176000,2.24000000,,,,,5740.00,0.980000,1.000000,2016,"Transit","Kepler"
"K2-37 d","K2-37",179.94300000,14.09229000000,2.31000000,12.50000000,646.00,,,5352.00,0.809000,0.840000,2016,"Transit","K2"
"GJ 625 b","GJ 625",6.47249000,14.62800000000,,2.82000000,,0.130000,,3499.00,0.310000,0.300000,2017,"Radial Velocity","Multiple Observatories"
"KOI-1783.02","KOI-1783",865.73000000,284.21500000000,5.44000000,15.00000000,,0.000000,,5922.00,1.143000,1.076000,2020,"Transit","Kepler"
"Kepler-2000 b","Kepler-2000",320.58800000,6.38315913500,2.73000000,,530.00,0.000000,89.61000,3757.00,0.576000,0.581000,2023,"Transit","Kepler"
"HD 2952 b","HD 2952",110.10300000,312.08000000000,,284.77425267,,0.269000,,4853.00,10.900000,1.910000,2013,"Radial Velocity","Okayama Astrophysical Observatory"
"YZ Cet b","YZ Cet",3.71207000,2.02087000000,,0.70000000,471.20,0.060000,,3151.00,0.157000,0.142000,2017,"Radial Velocity","La Silla Observatory"
"Kepler-146 b","Kepler-146",716.79700000,31.15879900000,3.71000000,,,,,5948.00,1.208000,,2014,"Transit","Kepler"
"HD 136925 b","HD 136925",47.87400000,4540.00000000000,,266.97586188,,0.103000,,5773.19,1.193078,0.875104,2021,"Radial Velocity","Multiple Observatories"
"Kepler-1389 b","Kepler-1389",497.09300000,99.25309510000,1.77000000,,,,,5078.00,0.740000,0.810000,2016,"Transit","Kepler"
"GU Psc b","GU Psc",47.55010000,,14.17900000,3591.30000000,1050.00,,,,,0.325000,2014,"Imaging","Gemini Observatory"
"Kepler-202 c","Kepler-202",285.11100000,16.28249300000,1.85000000,,,,,4668.00,0.667000,,2014,"Transit","Kepler"
"LSPM J2116+0234 b","LSPM J2116+0234",17.62970000,14.43990000000,,13.30000000,,0.183000,,3475.00,0.431000,0.430000,2019,"Radial Velocity","Calar Alto Observatory"
"Kepler-80 f","Kepler-80",369.45100000,0.98678730000,1.21000000,,,,86.50000,4540.00,0.678000,0.730000,2016,"Transit","Kepler"
"HD 47186 c","HD 47186",37.45740000,1353.60000000000,,111.42000000,,0.249000,,,,,2008,"Radial Velocity","La Silla Observatory"
"HD 50499 c","HD 50499",46.28450000,8619.90000000000,,931.24190000,,0.000000,,6099.00,1.420000,1.310000,2019,"Radial Velocity","La Silla Observatory"
"GJ 251 b","GJ 251",5.58057000,14.23700000000,,3.85000000,336.00,0.000000,,3342.00,0.360000,0.350000,2020,"Radial Velocity","W. M. Keck Observatory"
"HD 67087 b","HD 67087",76.52170000,352.20000000000,,973.00000000,,0.170000,,6330.00,1.550000,1.360000,2015,"Radial Velocity","Multiple Observatories"
"HD 28254 b","HD 28254",55.28840000,1333.00000000000,,1207.74794660,,0.950000,162.00000,,,1.100000,2010,"Radial Velocity","La Silla Observatory"
"HD 82943 b","HD 82943",27.59020000,441.47000000000,,534.25000000,,0.162000,90.00000,5935.00,1.182600,1.080000,2003,"Radial Velocity","La Silla Observatory"
"HD 89744 b","HD 89744",38.63640000,256.78000000000,,2653.88050000,,0.677000,,6291.00,,1.860000,1999,"Radial Velocity","Fred Lawrence Whipple Observatory"
"HD 109246 b","HD 109246",67.83490000,68.27000000000,,273.33380000,,0.120000,,5844.00,1.070000,1.200000,2010,"Radial Velocity","Haute-Provence Observatory"
"HIP 65407 c","HIP 65407",61.78040000,67.30000000000,,249.17872000,,0.120000,,5460.00,,0.930000,2016,"Radial Velocity","Haute-Provence Observatory"
"HD 211403 b","HD 211403",83.09190000,223.80000000000,,1760.76937478,380.00,0.084000,,6273.00,1.206000,1.200000,2021,"Radial Velocity","Haute-Provence Observatory"
"iot Dra b","iot Dra",31.32832000,510.85440000000,,3756.73177074,,0.701000,46.00000,4504.00,11.790000,1.540000,2002,"Radial Velocity","Lick Observatory"
"gam Lib c","gam Lib",47.40170000,966.49000000000,,1662.56039702,,0.065000,,4879.00,12.380000,1.780000,2018,"Radial Velocity","Okayama Astrophysical Observatory"
"HD 112570 b","HD 112570",101.16600000,2615.00000000000,,1086.97315194,,0.200000,54.00000,4750.00,9.850000,1.150000,2023,"Radial Velocity","Multiple Observatories"
"HD 153557 c","HD 153557",17.94120000,15.27018000000,,17.48056238,,0.511000,,,,0.790000,2022,"Radial Velocity","Multiple Observatories"
"HD 154857 b","HD 154857",63.44820000,408.60001000000,,778.68350000,,0.460000,,5589.00,2.300000,1.960000,2004,"Radial Velocity","Anglo-Australian Telescope"
"HD 159868 c","HD 159868",55.85030000,351.00000000000,,244.09344000,,0.184000,,5534.00,2.130000,1.190000,2012,"Radial Velocity","Anglo-Australian Telescope"
"Gl 725 A b","Gl 725 A",3.52140000,11.22010000000,,2.78000000,,0.000000,,3433.00,0.351000,0.330000,2025,"Radial Velocity","Multiple Observatories"
"HD 196885 A b","HD 196885 A",34.16920000,1333.00000000000,,819.97000000,,0.480000,,6254.00,1.310000,1.280000,2007,"Radial Velocity","Haute-Provence Observatory"
"Kepler-1067 c","Kepler-1067",667.69300000,5.42583990100,1.74682428,,,,,5594.00,0.934000,0.981000,2021,"Transit","Kepler"
"Kepler-162 b","Kepler-162",855.64100000,6.91979800000,1.26000000,,,,,5816.00,0.958000,,2014,"Transit","Kepler"
"Kepler-184 b","Kepler-184",610.32600000,10.68757600000,2.36000000,,,,,5788.00,0.873000,,2014,"Transit","Kepler"
"Kepler-603 d","Kepler-603",1539.63000000,6.21712920000,1.32000000,,,,,5808.00,1.010000,1.010000,2016,"Transit","Kepler"
"HD 222582 b","HD 222582",42.15860000,572.38000000000,,2660.23710000,,0.730000,,5790.00,1.130000,1.120000,1999,"Radial Velocity","W. M. Keck Observatory"
"HD 41004 B b","HD 41004 B",41.55040000,1.32830000000,,5838.29000000,,0.081000,,,,0.400000,2003,"Radial Velocity","La Silla Observatory"
"K2-233 c","K2-233",67.50620000,7.06024000000,1.27200000,4.60000000,794.00,0.000000,89.57000,4796.00,0.710000,0.790000,2018,"Transit","K2"
"OGLE-2018-BLG-1428L b","OGLE-2018-BLG-1428L",6220.00000000,,,240.00000000,,,,,,0.430000,2021,"Microlensing","OGLE"
"Kepler-149 d","Kepler-149",571.03400000,160.01803200000,3.96000000,,,,,5381.00,0.953000,,2014,"Transit","Kepler"
"Kepler-1122 b","Kepler-1122",1230.42000000,42.19173570000,2.04000000,,,,,5544.00,0.890000,0.920000,2016,"Transit","Kepler"
"HD 137496 c","HD 137496",155.31700000,479.90000000000,,2434.56559762,370.00,0.477000,,5799.00,1.590000,1.040000,2021,"Radial Velocity","Multiple Observatories"
"HD 115404 A b","HD 115404 A",10.98160000,10.49488000000,,30.82935548,,0.232000,,,,0.830000,2022,"Radial Velocity","Multiple Observatories"
"Kepler-436 c","Kepler-436",588.86700000,16.79713874000,2.33000000,,,,,4685.00,0.710000,0.750000,2016,"Transit","Kepler"
"HD 102117 b","HD 102117",39.57920000,20.81330000000,,54.03110000,,0.120000,,5655.00,1.230000,1.060000,2005,"Radial Velocity","La Silla Observatory"
"KMT-2019-BLG-0414L b","KMT-2019-BLG-0414L",4410.00000000,,,1452.47581999,,,,,,0.740000,2022,"Microlensing","KMTNet"
"KMT-2021-BLG-2478L b","KMT-2021-BLG-2478L",2970.00000000,,,286.04556630,,,,,,0.200000,2023,"Microlensing","KMTNet"
"Kepler-60 b","Kepler-60",1025.10000000,7.13340000000,1.71000000,4.19000000,,,,5905.00,1.257000,1.041000,2012,"Transit","Kepler"
"Kepler-20 f","Kepler-20",282.56300000,19.57832800000,0.95200000,1.40000000,681.00,0.094000,88.78800,5495.00,0.916400,0.929000,2011,"Transit","Kepler"
"Kepler-58 c","Kepler-58",969.25200000,15.57415680000,2.86000000,53.00000000,,,,5843.00,1.030000,0.950000,2012,"Transit","Kepler"
"Kepler-132 d","Kepler-132",349.54900000,18.01019900000,1.55000000,,,,,6003.00,1.178000,,2014,"Transit","Kepler"
"Kepler-1800 b","Kepler-1800",350.45500000,4.56202983900,0.99679734,,,,,5343.00,2.506000,1.330000,2021,"Transit","Kepler"
"Kepler-1120 b","Kepler-1120",615.23100000,2.94902905200,1.38000000,,,,,4904.00,0.740000,0.780000,2016,"Transit","Kepler"
"Kepler-1068 b","Kepler-1068",1473.61000000,16.92344113000,3.63000000,,,,,5806.00,1.010000,1.010000,2016,"Transit","Kepler"
"Kepler-1129 b","Kepler-1129",1183.88000000,24.33978040000,2.96000000,,,,,5831.00,1.000000,1.000000,2016,"Transit","Kepler"
"Kepler-366 b","Kepler-366",1856.28000000,3.28195900000,1.46000000,,,,,6209.00,1.048000,,2014,"Transit","Kepler"
"Kepler-1131 b","Kepler-1131",1030.70000000,3.53232449000,1.59000000,,,,,5851.00,1.040000,1.030000,2016,"Transit","Kepler"
"Kepler-462 b","Kepler-462",596.62500000,84.68660000000,3.00000000,53.90000000,,0.042000,,7500.00,1.570000,1.590000,2016,"Transit","Kepler"
"Kepler-478 b","Kepler-478",,13.22175760000,2.71000000,,,,,5210.00,0.800000,0.850000,2016,"Transit","Kepler"
"Kepler-372 c","Kepler-372",1493.95000000,20.05376300000,2.09000000,,,,,6509.00,1.137000,,2014,"Transit","Kepler"
"Kepler-1154 b","Kepler-1154",1460.10000000,5.18561420000,2.34000000,,,,,6327.00,1.430000,1.260000,2016,"Transit","Kepler"
"Kepler-1164 b","Kepler-1164",431.62200000,3.97599768000,1.12000000,,,,,5183.00,0.790000,0.850000,2016,"Transit","Kepler"
"Kepler-1166 b","Kepler-1166",634.90600000,33.24068820000,1.69000000,,,,,5446.00,0.860000,0.900000,2016,"Transit","Kepler"
